Price,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
1254,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
706,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,133162 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
25591,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,71627 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
5645,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,596900 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
18240,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,52418 km,4.0,Automatic,Front,04-May,Left wheel,White,4
27598,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,70000 km,4.0,Automatic,Front,04-May,Left wheel,White,10
18817,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,71191 km,4.0,Automatic,Front,04-May,Left wheel,White,7
13799,HYUNDAI,Sonata SE LIMITED,2012,Sedan,Yes,Hybrid,2.4,147000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,12
18660,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
25089,HYUNDAI,Elantra,2016,Sedan,No,Petrol,2,161600 km,4.0,Tiptronic,Front,04-May,Left wheel,White,11
18000,HYUNDAI,Elantra,2014,Coupe,Yes,Petrol,2,100000 km,4.0,Automatic,Front,02-Mar,Left wheel,Black,12
15681,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2.0 Turbo,27200 km,4.0,Automatic,Front,04-May,Left wheel,Black,6
45436,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,115459 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
15458,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,93238 km,4.0,Automatic,Front,04-May,Left wheel,White,4
13768,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,53440 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
38737,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,119552 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
30828,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,115412 km,4.0,Automatic,Front,04-May,Left wheel,White,4
17249,HYUNDAI,Genesis,2012,Sedan,Yes,Petrol,3.8,94055 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
6429,HYUNDAI,Tucson,2014,Jeep,Yes,Petrol,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
20297,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,104860 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
13423,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,64666 km,4.0,Automatic,Front,04-May,Left wheel,White,4
10976,HYUNDAI,Sonata,2019,Sedan,Yes,Petrol,2.4,29419 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
15681,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,195432 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
9252,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,456867 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
6586,HYUNDAI,Santa FE,2017,Sedan,Yes,Petrol,2.4,77766 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
32302,HYUNDAI,Grandeur,2012,Sedan,Yes,Petrol,3,122000 km,6.0,Automatic,Front,04-May,Left wheel,White,12
10349,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,406314 km,4.0,Automatic,Front,04-May,Left wheel,White,4
34406,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,125445 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
15612,HYUNDAI,Accent,2015,Sedan,Yes,Diesel,1.6,97382 km,4.0,Automatic,Front,04-May,Left wheel,White,4
862,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2,211214 km,4.0,Automatic,Front,04-May,Left wheel,White,12
15285,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,115363 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
11290,INFINITI,QX56,2012,Jeep,Yes,Petrol,5.6,149466 km,8.0,Automatic,Rear,04-May,Left wheel,Grey,12
23521,INFINITI,M37,2011,Sedan,Yes,Petrol,3.7,62000 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,12
5488,INFINITI,QX60,2015,Jeep,Yes,Petrol,3.5,124154 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
31361,INFINITI,EX37,2012,Hatchback,Yes,Petrol,3.3,52000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,2
20385,INFINITI,Q45,2003,Sedan,Yes,Petrol,4.5,180000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Blue,4
11604,INFINITI,FX35,2004,Jeep,Yes,Petrol,3.5,225600 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,8
15053,INFINITI,FX35,2003,Jeep,Yes,Petrol,3.5,140000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,6
470,INFINITI,G37,2011,Sedan,Yes,Petrol,3.7,158128 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12
17249,INFINITI,JX35,2012,Jeep,Yes,Petrol,3.5,112000 km,6.0,Automatic,Front,04-May,Left wheel,Black,10
31361,INFINITI,EX37,2012,Hatchback,Yes,Petrol,3.3,52000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,2
12544,INFINITI,FX35,2002,Jeep,Yes,Petrol,3.5,190000 km,4.0,Automatic,4x4,04-May,Left wheel,Black,6
4600,INFINITI,G20,2000,Sedan,Yes,Petrol,2,444800 km,4.0,Automatic,Front,04-May,Left wheel,White,2
11500,INFINITI,FX35,2005,Jeep,Yes,Petrol,3.5,1000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,6
18817,INFINITI,QX56,2006,Jeep,Yes,Petrol,5.6,219200 km,8.0,Automatic,4x4,>5,Left wheel,Silver,16
15681,INFINITI,FX35,2004,Jeep,Yes,Petrol,3.5,224000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,6
10036,INFINITI,FX45,2004,Jeep,Yes,Petrol,4.5,300000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,6
31361,INFINITI,EX37,2012,Hatchback,Yes,Petrol,3.3,52000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,2
18189,INFINITI,G35 x,2008,Sedan,Yes,LPG,3.5,140800 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
16621,INFINITI,FX35,2003,Jeep,Yes,Petrol,3.5,203000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Golden,6
31361,INFINITI,EX37,2012,Hatchback,Yes,Petrol,3.3,52000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,2
35752,INFINITI,G37,2011,Cabriolet,Yes,Petrol,3.7,92800 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Grey,8
31361,INFINITI,EX37,2012,Hatchback,Yes,Petrol,3.3,52000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,2
21639,INFINITI,EX35,2008,Jeep,Yes,Petrol,3.5,139200 km,6.0,Tiptronic,Rear,04-May,Left wheel,Blue,6
100,INFINITI,FX35,2004,Jeep,Yes,Petrol,3.5,150000 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,6
26657,INFINITI,G37,2008,Coupe,Yes,Petrol,3.7,151000 km,6.0,Manual,Rear,02-Mar,Left wheel,Black,12
14113,INFINITI,FX45,2004,Jeep,No,Petrol,4.5,250000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,0
36065,INFINITI,Q50 S Red,2015,Sedan,Yes,Petrol,3.7,104800 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8
39201,INFINITI,FX35,2011,Jeep,Yes,Petrol,3.5,160000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,8
17562,INFINITI,QX80,2017,Jeep,Yes,Petrol,5.6,54854 km,8.0,Automatic,Rear,04-May,Left wheel,Silver,12
32302,INFINITI,QX80,2016,Jeep,Yes,Petrol,5.6,91648 km,8.0,Automatic,Rear,04-May,Left wheel,White,12
7840,ISUZU,Rodeo,2000,Jeep,No,Petrol,3.2,331000 km,6.0,Automatic,4x4,04-May,Left wheel,Carnelian red,6
7213,ISUZU,Wizard,2000,Jeep,Yes,CNG,3.2,200000 km,6.0,Automatic,4x4,04-May,Right-hand drive,Black,2
14113,ISUZU,VehiCross,1997,Jeep,Yes,Petrol,3.2,240000 km,6.0,Automatic,4x4,02-Mar,Left wheel,Grey,6
9408,ISUZU,VehiCross,1999,Jeep,No,Petrol,3.2,170000 km,6.0,Automatic,4x4,02-Mar,Right-hand drive,Blue,4
41629,JAGUAR,XF,2014,Sedan,Yes,Diesel,2.2,75494 km,4.0,Automatic,Front,04-May,Left wheel,White,4
5959,JAGUAR,XF,2013,Sedan,Yes,Petrol,5,107837 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
27435,JAGUAR,XF,2010,Sedan,Yes,Diesel,3,163024 km,4.0,Automatic,Front,04-May,Left wheel,White,4
1646,JAGUAR,XJ,2015,Sedan,Yes,Petrol,3,54429 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
78403,JAGUAR,XF,2016,Sedan,Yes,Petrol,3.0 Turbo,63000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,6
627,JAGUAR,XF,2013,Sedan,Yes,Petrol,5,85459 km,8.0,Automatic,Rear,04-May,Left wheel,Silver,12
49143,JAGUAR,XF,2010,Sedan,Yes,Petrol,5,99210 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
50297,JAGUAR,XF,2013,Sedan,Yes,Diesel,2.2,74438 km,4.0,Automatic,Front,04-May,Left wheel,White,4
314,JAGUAR,XF,2012,Sedan,Yes,Petrol,5,82925 km,8.0,Automatic,Rear,04-May,Left wheel,Green,12
19200,JAGUAR,XJ,1999,Sedan,Yes,Petrol,4,1000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Green,7
3293,JAGUAR,F-pace,2018,Jeep,Yes,Petrol,2,26701 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,12
5959,JAGUAR,X-type,2004,Sedan,No,Petrol,2.1,96000 km,6.0,Automatic,Front,04-May,Right-hand drive,Green,8
47120,JAGUAR,XF,2014,Sedan,Yes,Diesel,2.2,122172 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
13000,JAGUAR,XF,2008,Sedan,Yes,Petrol,4.2,1000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,0
549,JAGUAR,F-pace,2017,Jeep,Yes,Petrol,3,28421 km,6.0,Automatic,4x4,04-May,Left wheel,Red,12
147397,JAGUAR,F-pace,2017,Jeep,No,Diesel,2,17060 km,1.0,Automatic,4x4,04-May,Left wheel,Grey,0
125444,JAGUAR,E-pace,2018,Jeep,Yes,Petrol,2.0 Turbo,22720 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12
7840,JAGUAR,S-type,1999,Sedan,Yes,Petrol,3,1111 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,5
38737,JAGUAR,XF,2014,Sedan,Yes,Diesel,2.2,153541 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
26030,JAGUAR,XF,2008,Sedan,Yes,Petrol,4.2,113600 km,8.0,Tiptronic,Rear,04-May,Left wheel,Sky blue,8
14426,JAGUAR,Daimler,2016,Sedan,Yes,Petrol,3,46131 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
38445,JAGUAR,XF,2013,Sedan,Yes,Diesel,2.2,71201 km,4.0,Automatic,Front,04-May,Left wheel,White,4
117604,JAGUAR,F-pace,2016,Jeep,Yes,Diesel,2,40000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Carnelian red,12
5959,JAGUAR,F-type,2015,Cabriolet,Yes,Petrol,5,57381 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
549,JAGUAR,Daimler,2017,Jeep,Yes,Petrol,3,81270 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
3450,JAGUAR,XK,2012,Cabriolet,Yes,Petrol,5,84541 km,8.0,Automatic,Rear,04-May,Left wheel,White,12
72130,JAGUAR,XE,2017,Sedan,Yes,Diesel,2.0 Turbo,21000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,6
58683,JAGUAR,XF,2015,Sedan,Yes,Diesel,2.2,104229 km,4.0,Automatic,Front,04-May,Left wheel,White,4
470,JAGUAR,XF,2010,Sedan,Yes,Petrol,4.2,0 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
101923,JAGUAR,E-pace p200,2020,Jeep,No,Petrol,2,0 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12
14269,JAGUAR,F-pace,2017,Jeep,Yes,Diesel,2,50531 km,4.0,Automatic,4x4,04-May,Left wheel,Red,12
45674,JAGUAR,XF,2015,Sedan,Yes,Diesel,2.2,71309 km,4.0,Automatic,Front,04-May,Left wheel,White,4
150533,JAGUAR,F-type R,2015,Sedan,Yes,Petrol,5.0 Turbo,31000 km,8.0,Tiptronic,Rear,02-Mar,Left wheel,Orange,6
627,JAGUAR,E-pace,2017,Jeep,Yes,Petrol,3,28421 km,6.0,Automatic,4x4,04-May,Left wheel,Red,12
11000,JAGUAR,X-type,2007,Sedan,Yes,Petrol,2.5,160000 km,6.0,Tiptronic,4x4,04-May,Right-hand drive,Carnelian red,5
6743,JAGUAR,E-pace,2018,Jeep,Yes,Petrol,2,10782 km,4.0,Automatic,4x4,04-May,Left wheel,White,12
41629,JAGUAR,XF,2013,Sedan,Yes,Petrol,3,90000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
27463,JAGUAR,XF,2010,Sedan,Yes,Diesel,3,127632 km,4.0,Automatic,Front,04-May,Left wheel,White,4
78,JAGUAR,F-type,2015,Jeep,Yes,Petrol,3,24984 km,6.0,Automatic,Rear,02-Mar,Left wheel,Red,12
42786,JAGUAR,XF,2015,Sedan,Yes,Diesel,2.2,152674 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
314,JAGUAR,S-type,2003,Sedan,Yes,Petrol,3,0 km,6.0,Automatic,Rear,04-May,Left wheel,Blue,12
392,JAGUAR,F-pace,2018,Jeep,Yes,Petrol,2,26726 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,12
17249,JEEP,Wrangler,2010,Jeep,No,Petrol,3.8,1000 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,0
7840,JEEP,Grand Cherokee,2000,Jeep,No,Petrol,4,200000 km,8.0,Automatic,4x4,04-May,Left wheel,Black,4
25264,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,65731 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
47408,JEEP,Grand Cherokee,2012,Jeep,Yes,Diesel,3,134702 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
35234,JEEP,Compass,2011,Jeep,Yes,Petrol,2.4,40056 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
37291,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,84414 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
82097,JEEP,Wrangler,2015,Jeep,Yes,Diesel,2.8,64329 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
147397,JEEP,Wrangler,2019,Jeep,Yes,Petrol,3.6,18000 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,16
30185,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,105568 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
45445,JEEP,Cherokee,2015,Jeep,Yes,Diesel,2,165000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
19130,JEEP,Grand Cherokee,2005,Jeep,Yes,LPG,4.7,2034 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
157,JEEP,Grand Cherokee,2014,Jeep,Yes,Diesel,3,218230 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
3136,JEEP,Cherokee,1992,Jeep,Yes,Petrol,4,4512 km,8.0,Manual,4x4,04-May,Left wheel,Black,11
28921,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,135000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
52687,JEEP,Wrangler,2010,Jeep,No,Petrol,3.8,103000 km,6.0,Manual,4x4,04-May,Left wheel,Black,8
43360,JEEP,Wrangler,2009,Jeep,Yes,Diesel,2.8,195071 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
18189,JEEP,Grand Cherokee,2007,Jeep,Yes,CNG,3.7,208000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,8
8154,JEEP,Liberty,2002,Jeep,No,Petrol,3.7,208000 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,4
19281,JEEP,Compass,2010,Jeep,Yes,Petrol,2.4,140000 km,4.0,Automatic,Front,04-May,Left wheel,Green,4
36065,JEEP,Compass,2017,Jeep,No,Petrol,2.4,38000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Sky blue,6
392,JEEP,Grand Cherokee,2018,Sedan,Yes,Petrol,3.6,30606 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
25926,JEEP,Compass,2010,Jeep,Yes,Petrol,2.4,84918 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
36065,JEEP,Grand Cherokee,2011,Jeep,No,Petrol,3.6,103000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10
56340,JEEP,Wrangler,2012,Jeep,Yes,Diesel,2.8,141173 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
17249,JEEP,Compass,2009,Jeep,Yes,Petrol,2.4,54575 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
12074,JEEP,Grand Cherokee,2004,Jeep,No,CNG,4,151000 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,4
14740,JEEP,Patriot Latitude,2014,Jeep,Yes,Petrol,2,66534 km,4.0,Automatic,4x4,04-May,Left wheel,Black,8
47757,JEEP,Grand Cherokee,2013,Jeep,Yes,Diesel,3,95403 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
392,JEEP,Cherokee,2014,Jeep,Yes,Petrol,3.2,171734 km,6.0,Automatic,Front,04-May,Left wheel,White,12
20385,JEEP,Liberty,2012,Jeep,No,Petrol,3.7,170000 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,5
9408,JEEP,Liberty,2003,Jeep,No,LPG,3.7,32000 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,2
20385,JEEP,Patriot,2015,Jeep,No,Petrol,2,115000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,7
47042,JEEP,Wrangler,2013,Jeep,No,Petrol,3.6,37500 km,6.0,Manual,4x4,02-Mar,Left wheel,Silver,4
1019,JEEP,Cherokee,2019,Sedan,Yes,Petrol,2.4,24805 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
7840,JEEP,Liberty,2001,Jeep,No,Petrol,3.7,150000 km,6.0,Automatic,4x4,04-May,Left wheel,Red,0
7370,JEEP,Grand Cherokee,2005,Jeep,No,CNG,3.7,111111 km,6.0,Tiptronic,4x4,04-May,Left wheel,Brown,5
27174,JEEP,Compass,2011,Jeep,Yes,Petrol,2.4,97277 km,4.0,Automatic,Front,04-May,Left wheel,White,4
23834,JEEP,Grand Cherokee,2019,Sedan,Yes,Petrol,3.6,14096 km,6.0,Automatic,Rear,04-May,Left wheel,White,12
39954,JEEP,Grand Cherokee,2011,Jeep,Yes,Petrol,3.6,121991 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
24462,JEEP,Grand Cherokee,2007,Jeep,Yes,Diesel,3.0 Turbo,250000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10
27479,JEEP,Grand Cherokee,2011,Jeep,Yes,Petrol,3.6,234000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
627,JEEP,Cherokee,2019,Sedan,Yes,Petrol,2.4,61998 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
32305,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,88000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
18760,JEEP,Compass,2010,Jeep,Yes,Petrol,2.4,116000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
22269,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,165000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
23110,JEEP,Compass,2010,Jeep,Yes,Petrol,2.4,121000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
15693,JEEP,Compass,2009,Jeep,Yes,Petrol,2.4,163866 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
31524,JEEP,Grand Cherokee,2011,Jeep,Yes,Diesel,3,199500 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
23521,JEEP,Compass,2011,Jeep,No,LPG,2.4,104000 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,10
68994,JEEP,Wrangler ARB,2012,Jeep,No,Petrol,3.6,110000 km,8.0,Manual,4x4,02-Mar,Left wheel,White,2
58971,JEEP,Wrangler,2014,Jeep,Yes,Diesel,2.8,176300 km,4.0,Automatic,Front,04-May,Left wheel,Brown,4
127000,JEEP,Cherokee,2018,Jeep,Yes,Diesel,3.0 Turbo,26713 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
27422,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,101709 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
31248,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,59897 km,4.0,Automatic,Front,04-May,Left wheel,White,4
42883,JEEP,Compass,2015,Jeep,Yes,Petrol,2.4,62200 km,4.0,Automatic,Front,04-May,Left wheel,White,4
11604,JEEP,Liberty,2003,Jeep,Yes,Petrol,2.4,0 km,4.0,Manual,4x4,04-May,Left wheel,Blue,8
11604,JEEP,Grand Cherokee,2001,Jeep,Yes,CNG,4.7,297600 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,12
15994,JEEP,Liberty,2010,Jeep,No,Petrol,3.7,228800 km,6.0,Automatic,4x4,04-May,Left wheel,Black,8
10663,JEEP,Liberty,2003,Jeep,No,Petrol,3.7,216000 km,6.0,Automatic,4x4,04-May,Left wheel,Pink,2
51166,JEEP,Cherokee,2015,Jeep,Yes,Diesel,2,135547 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
14113,JEEP,Compass,2015,Jeep,Yes,Petrol,2.4,72000 km,4.0,Automatic,4x4,04-May,Left wheel,White,6
10976,JEEP,Grand Cherokee,2003,Jeep,Yes,Petrol,4,161600 km,6.0,Automatic,4x4,04-May,Left wheel,Black,4
10976,JEEP,Grand Cherokee,2004,Jeep,Yes,Petrol,4.7,140800 km,8.0,Automatic,4x4,04-May,Left wheel,Blue,6
28821,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,79197 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
14113,JEEP,Patriot,2010,Jeep,No,Petrol,2.4,240000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,8
29075,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,126627 km,4.0,Automatic,Front,04-May,Left wheel,Brown,4
9408,JEEP,Grand Cherokee,1994,Jeep,Yes,Petrol,4,335000 km,6.0,Automatic,4x4,04-May,Left wheel,Green,0
19757,JEEP,Patriot,2010,Jeep,No,Diesel,2.0 Turbo,39000 km,4.0,Manual,4x4,04-May,Left wheel,White,4
1333,JEEP,Compass,2019,Sedan,Yes,Petrol,2.4,29278 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
43134,JEEP,Grand Cherokee,2011,Jeep,Yes,Diesel,3,132255 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
10976,JEEP,Grand Cherokee,2005,Jeep,Yes,Petrol,3.7,185000 km,6.0,Tiptronic,4x4,>5,Left wheel,Silver,6
11000,JEEP,Liberty,2001,Jeep,Yes,LPG,3.7,137582 km,6.0,Automatic,4x4,04-May,Right-hand drive,Silver,6
42337,JEEP,Compass,2018,Jeep,Yes,Petrol,2.4,16500 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12
25089,JEEP,Patriot 70th anniversary,2011,Jeep,Yes,Petrol,2.4,184000 km,4.0,Manual,4x4,04-May,Left wheel,Black,0
26180,JEEP,Compass,2011,Jeep,Yes,Petrol,2.4,129776 km,4.0,Automatic,Front,04-May,Left wheel,White,4
314,JEEP,Grand Cherokee,2014,Jeep,Yes,Diesel,3,164011 km,6.0,Automatic,Rear,04-May,Left wheel,Blue,0
6000,JEEP,Grand Cherokee,1993,Jeep,No,Petrol,4,240000 km,6.0,Automatic,4x4,04-May,Left wheel,Green,5
15367,JEEP,Liberty,2008,Jeep,No,LPG,3.7,273802 km,6.0,Automatic,4x4,04-May,Left wheel,Carnelian red,6
26591,JEEP,Compass,2011,Jeep,Yes,Petrol,2.4,69752 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
92502,JEEP,Wrangler,2017,Jeep,Yes,Petrol,3.6,13897 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
5175,JEEP,Renegade,2018,Sedan,Yes,Petrol,2.4,80285 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
29489,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,74625 km,4.0,Automatic,Front,04-May,Left wheel,White,4
29087,JEEP,Compass,2011,Jeep,Yes,Petrol,2.4,63570 km,4.0,Automatic,Front,04-May,Left wheel,White,4
5959,JEEP,Cherokee,2015,Jeep,Yes,Petrol,3.2,79200 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
17249,JEEP,Grand Cherokee,2004,Jeep,Yes,Diesel,2.7 Turbo,233000 km,5.0,Automatic,4x4,04-May,Left wheel,Grey,8
43880,JEEP,Compass,2015,Jeep,Yes,Petrol,2.4,40715 km,4.0,Automatic,Front,04-May,Left wheel,White,4
26262,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,91810 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
43905,JEEP,Wrangler sport,2016,Jeep,No,Petrol,3.6,70542 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
14426,JEEP,Liberty,2008,Jeep,No,LPG,3.7,185600 km,6.0,Automatic,4x4,04-May,Left wheel,Black,6
12231,JEEP,Cherokee,2019,Sedan,Yes,Petrol,3.2,33418 km,6.0,Automatic,Front,04-May,Left wheel,Pink,12
27294,JEEP,Compass,2010,Jeep,Yes,Petrol,2.4,81256 km,4.0,Automatic,Front,04-May,Left wheel,Green,4
18189,JEEP,Grand Cherokee LAREDO,2006,Jeep,Yes,CNG,3.7,157000 km,6.0,Tiptronic,4x4,>5,Left wheel,Silver,8
45674,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,32769 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
27689,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,140555 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
941,JEEP,Compass,2015,Jeep,Yes,Petrol,2.4,112635 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
3450,JEEP,Grand Cherokee,1997,Jeep,Yes,Petrol,4,0 km,6.0,Automatic,4x4,04-May,Left wheel,Red,2
8154,JEEP,Compass,2018,Sedan,Yes,Petrol,2.4,12520 km,4.0,Automatic,Front,04-May,Left wheel,Green,12
26372,JEEP,Compass,2012,Jeep,Yes,Petrol,2.4,121456 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
